model,persona,question_id,a_rate,b_rate,included_in_judge_bucket,a_rate_threshold
qwen/qwen3-14b,P2,PRPP23,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP24,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP25,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP26,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP27,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP28,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP29,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P2,PRPP30,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP31,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP32,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP33,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP34,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP35,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P2,PRPP36,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP37,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP38,0.0,1.0,False,0.5
qwen/qwen3-14b,P2,PRPP39,1.0,0.0,True,0.5
qwen/qwen3-14b,P2,PRPP40,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP01,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP02,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP03,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP04,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP05,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP06,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP07,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP08,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP09,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP10,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P3,PRPP11,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP12,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP13,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P3,PRPP14,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP15,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP16,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP17,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP18,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP19,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP20,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP21,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP22,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP23,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP24,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP25,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP26,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP27,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP28,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP29,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P3,PRPP30,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP31,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP32,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP33,1.0,0.0,True,0.5
qwen/qwen3-14b,P3,PRPP34,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP35,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P3,PRPP36,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP37,0.0,1.0,False,0.5
qwen/qwen3-14b,P3,PRPP38,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP39,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P3,PRPP40,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP01,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP02,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP03,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP04,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP05,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP06,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP07,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP08,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP09,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP10,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P4,PRPP11,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP12,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP13,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP14,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP15,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P4,PRPP16,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP17,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP18,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P4,PRPP19,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP20,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP21,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP22,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP23,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP24,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P4,PRPP25,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP26,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP27,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP28,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP29,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP30,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP31,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP32,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP33,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP34,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP35,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP36,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP37,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P4,PRPP38,0.0,1.0,False,0.5
qwen/qwen3-14b,P4,PRPP39,1.0,0.0,True,0.5
qwen/qwen3-14b,P4,PRPP40,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP01,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP02,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P5,PRPP03,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP04,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P5,PRPP05,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP06,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP07,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP08,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP09,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP10,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP11,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP12,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP13,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P5,PRPP14,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP15,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P5,PRPP16,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP17,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P5,PRPP18,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP19,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P5,PRPP20,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP21,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P5,PRPP22,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP23,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP24,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP25,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP26,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP27,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP28,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP29,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP30,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP31,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP32,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP33,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP34,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP35,0.6666666666666666,0.3333333333333333,True,0.5
qwen/qwen3-14b,P5,PRPP36,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP37,0.0,1.0,False,0.5
qwen/qwen3-14b,P5,PRPP38,1.0,0.0,True,0.5
qwen/qwen3-14b,P5,PRPP39,0.3333333333333333,0.6666666666666666,False,0.5
qwen/qwen3-14b,P5,PRPP40,0.6666666666666666,0.3333333333333333,True,0.5
