model,question_id,persona,frames_available,frame_consistency,all_frames_agree
qwen/qwen3-14b,PRPP32,P1,3,1.0,True
qwen/qwen3-14b,PRPP32,P2,3,1.0,True
qwen/qwen3-14b,PRPP32,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP32,P4,3,1.0,True
qwen/qwen3-14b,PRPP32,P5,3,1.0,True
qwen/qwen3-14b,PRPP33,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP33,P1,3,1.0,True
qwen/qwen3-14b,PRPP33,P2,3,1.0,True
qwen/qwen3-14b,PRPP33,P3,3,1.0,True
qwen/qwen3-14b,PRPP33,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP33,P5,3,1.0,True
qwen/qwen3-14b,PRPP34,P0,3,1.0,True
qwen/qwen3-14b,PRPP34,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP34,P2,3,1.0,True
qwen/qwen3-14b,PRPP34,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP34,P4,3,1.0,True
qwen/qwen3-14b,PRPP34,P5,3,1.0,True
qwen/qwen3-14b,PRPP35,P0,3,1.0,True
qwen/qwen3-14b,PRPP35,P1,3,1.0,True
qwen/qwen3-14b,PRPP35,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP35,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP35,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP35,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP36,P0,3,1.0,True
qwen/qwen3-14b,PRPP36,P1,3,1.0,True
qwen/qwen3-14b,PRPP36,P2,3,1.0,True
qwen/qwen3-14b,PRPP36,P3,3,1.0,True
qwen/qwen3-14b,PRPP36,P4,3,1.0,True
qwen/qwen3-14b,PRPP36,P5,3,1.0,True
qwen/qwen3-14b,PRPP37,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP37,P1,3,1.0,True
qwen/qwen3-14b,PRPP37,P2,3,1.0,True
qwen/qwen3-14b,PRPP37,P3,3,1.0,True
qwen/qwen3-14b,PRPP37,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP37,P5,3,1.0,True
qwen/qwen3-14b,PRPP38,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP38,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP38,P2,3,1.0,True
qwen/qwen3-14b,PRPP38,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP38,P4,3,1.0,True
qwen/qwen3-14b,PRPP38,P5,3,1.0,True
qwen/qwen3-14b,PRPP39,P0,3,1.0,True
qwen/qwen3-14b,PRPP39,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP39,P2,3,1.0,True
qwen/qwen3-14b,PRPP39,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP39,P4,3,1.0,True
qwen/qwen3-14b,PRPP39,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP40,P0,3,1.0,True
qwen/qwen3-14b,PRPP40,P1,3,1.0,True
qwen/qwen3-14b,PRPP40,P2,3,1.0,True
qwen/qwen3-14b,PRPP40,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP40,P4,3,1.0,True
qwen/qwen3-14b,PRPP40,P5,3,0.6666666666666666,False
